complexity,loss,score,equation,sympy_format,lambda_format,Iteration
15,16.363821,2.0349356284787413e-05,(((Cu + 71.13522) - ((1.1200982 / Acenaphthylene) - -0.66068625)) - (-0.69770885 / var2_Methylnaphthalene)) - 3.86687,Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene,PySRFunction(X=>Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene),40
17,16.302889,0.0018652649950096,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),40
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),41
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),41
7,17.06053,0.0077282635188877,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),41
9,16.625092,0.0129272440213771,((Cu + 72.20443) + (-0.97776014 / Acenaphthylene)) + 0.124341875,Cu + 0.124341875 + 72.20443 - 0.97776014/Acenaphthylene,PySRFunction(X=>Cu + 0.124341875 + 72.20443 - 0.97776014/Acenaphthylene),41
11,16.572353,0.0015886476916395,((-0.99234676 / Acenaphthylene) + (Cu + 73.19447)) - (Fluorene * Fluorene),Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene,PySRFunction(X=>Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene),41
13,16.364487,0.0063111324519134,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),41
15,16.363821,2.0349356284787413e-05,(((Cu + 71.13522) - ((1.1200982 / Acenaphthylene) - -0.66068625)) - (-0.69770885 / var2_Methylnaphthalene)) - 3.86687,Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene,PySRFunction(X=>Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene),41
17,16.302889,0.0018652649950096,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),41
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),42
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),42
7,17.06053,0.0077282635188877,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),42
9,16.625092,0.0129272440213771,((Cu + 72.20443) + (-0.97776014 / Acenaphthylene)) + 0.124341875,Cu + 0.124341875 + 72.20443 - 0.97776014/Acenaphthylene,PySRFunction(X=>Cu + 0.124341875 + 72.20443 - 0.97776014/Acenaphthylene),42
11,16.572353,0.0015886476916395,((-0.99234676 / Acenaphthylene) + (Cu + 73.19447)) - (Fluorene * Fluorene),Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene,PySRFunction(X=>Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene),42
13,16.364487,0.0063111324519134,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),42
15,16.363821,2.0349356284787413e-05,(((Cu + 71.13522) - ((1.1200982 / Acenaphthylene) - -0.66068625)) - (-0.69770885 / var2_Methylnaphthalene)) - 3.86687,Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene,PySRFunction(X=>Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene),42
17,16.302889,0.0018652649950096,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),42
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),43
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),43
7,17.06053,0.0077282635188877,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),43
9,16.625092,0.0129272440213771,((Cu + 72.20443) + (-0.97776014 / Acenaphthylene)) + 0.124341875,Cu + 0.124341875 + 72.20443 - 0.97776014/Acenaphthylene,PySRFunction(X=>Cu + 0.124341875 + 72.20443 - 0.97776014/Acenaphthylene),43
11,16.572353,0.0015886476916395,((-0.99234676 / Acenaphthylene) + (Cu + 73.19447)) - (Fluorene * Fluorene),Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene,PySRFunction(X=>Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene),43
13,16.364487,0.0063111324519134,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),43
15,16.363821,2.0349356284787413e-05,(((Cu + 71.13522) - ((1.1200982 / Acenaphthylene) - -0.66068625)) - (-0.69770885 / var2_Methylnaphthalene)) - 3.86687,Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene,PySRFunction(X=>Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene),43
17,16.302889,0.0018652649950096,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),43
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),44
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),44
7,17.06053,0.0077282635188877,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),44
9,16.625092,0.0129272440213771,((Cu + 72.20443) + (-0.97776014 / Acenaphthylene)) + 0.124341875,Cu + 0.124341875 + 72.20443 - 0.97776014/Acenaphthylene,PySRFunction(X=>Cu + 0.124341875 + 72.20443 - 0.97776014/Acenaphthylene),44
11,16.572353,0.0015886476916395,((-0.99234676 / Acenaphthylene) + (Cu + 73.19447)) - (Fluorene * Fluorene),Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene,PySRFunction(X=>Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene),44
13,16.364487,0.0063111324519134,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),44
15,16.363821,2.0349356284787413e-05,(((Cu + 71.13522) - ((1.1200982 / Acenaphthylene) - -0.66068625)) - (-0.69770885 / var2_Methylnaphthalene)) - 3.86687,Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene,PySRFunction(X=>Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene),44
17,16.302889,0.0018652649950096,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),44
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),45
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),45
7,17.06053,0.0077282635188877,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),45
9,16.625092,0.0129272440213771,((Cu + 72.20443) + (-0.97776014 / Acenaphthylene)) + 0.124341875,Cu + 0.124341875 + 72.20443 - 0.97776014/Acenaphthylene,PySRFunction(X=>Cu + 0.124341875 + 72.20443 - 0.97776014/Acenaphthylene),45
11,16.572353,0.0015886476916395,((-0.99234676 / Acenaphthylene) + (Cu + 73.19447)) - (Fluorene * Fluorene),Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene,PySRFunction(X=>Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene),45
13,16.364487,0.0063111324519134,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),45
15,16.363821,2.0349356284787413e-05,(((Cu + 71.13522) - ((1.1200982 / Acenaphthylene) - -0.66068625)) - (-0.69770885 / var2_Methylnaphthalene)) - 3.86687,Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene,PySRFunction(X=>Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene),45
17,16.302889,0.0018652649950096,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),45
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),46
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),46
7,17.06053,0.0077282635188877,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),46
9,16.621902,0.0130231925456193,((Cu + 73.19447) + (-0.99234676 / Acenaphthylene)) - var1_Methylnaphthalene,Cu - var1_Methylnaphthalene + 73.19447 - 0.99234676/Acenaphthylene,PySRFunction(X=>Cu - var1_Methylnaphthalene + 73.19447 - 0.99234676/Acenaphthylene),46
11,16.572353,0.0014926991673973,((-0.99234676 / Acenaphthylene) + (Cu + 73.19447)) - (Fluorene * Fluorene),Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene,PySRFunction(X=>Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene),46
13,16.364487,0.0063111324519134,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),46
15,16.363821,2.0349356284787413e-05,(((Cu + 71.13522) - ((1.1200982 / Acenaphthylene) - -0.66068625)) - (-0.69770885 / var2_Methylnaphthalene)) - 3.86687,Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene,PySRFunction(X=>Cu - (-1*(-0.66068625) + 1.1200982/Acenaphthylene) - 1*3.86687 + 71.13522 - (-1)*0.69770885/var2_Methylnaphthalene),46
17,16.302889,0.0018652649950096,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),46
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),47
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),47
7,17.06053,0.0077282635188877,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),47
9,16.621902,0.0130231925456193,((Cu + 73.19447) + (-0.99234676 / Acenaphthylene)) - var1_Methylnaphthalene,Cu - var1_Methylnaphthalene + 73.19447 - 0.99234676/Acenaphthylene,PySRFunction(X=>Cu - var1_Methylnaphthalene + 73.19447 - 0.99234676/Acenaphthylene),47
11,16.572353,0.0014926991673973,((-0.99234676 / Acenaphthylene) + (Cu + 73.19447)) - (Fluorene * Fluorene),Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene,PySRFunction(X=>Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene),47
13,16.364487,0.0063111324519134,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),47
15,16.361177,0.0001011438610164,(((84.2526 + Cu) + (-1.0473592 / Acenaphthylene)) * 0.9558226) - ((Pentacosane - -0.10167363) ^ -1.2667625),-1/(Pentacosane - 1*(-0.10167363))**1.2667625 + (Cu + 84.2526 - 1.0473592/Acenaphthylene)*0.9558226,PySRFunction(X=>-1/(Pentacosane - 1*(-0.10167363))**1.2667625 + (Cu + 84.2526 - 1.0473592/Acenaphthylene)*0.9558226),47
17,16.302889,0.0017844704902779,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),47
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),48
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),48
7,17.06053,0.0077282635188877,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),48
9,16.617453,0.0131570399089802,((73.19447 + Cu) + (-1.0212768 / Acenaphthylene)) - var1_Methylnaphthalene,Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene,PySRFunction(X=>Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene),48
11,16.572353,0.0013588518040364,((-0.99234676 / Acenaphthylene) + (Cu + 73.19447)) - (Fluorene * Fluorene),Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene,PySRFunction(X=>Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene),48
13,16.364487,0.0063111324519134,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),48
15,16.361177,0.0001011438610164,(((84.2526 + Cu) + (-1.0473592 / Acenaphthylene)) * 0.9558226) - ((Pentacosane - -0.10167363) ^ -1.2667625),-1/(Pentacosane - 1*(-0.10167363))**1.2667625 + (Cu + 84.2526 - 1.0473592/Acenaphthylene)*0.9558226,PySRFunction(X=>-1/(Pentacosane - 1*(-0.10167363))**1.2667625 + (Cu + 84.2526 - 1.0473592/Acenaphthylene)*0.9558226),48
17,16.302889,0.0017844704902779,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),48
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),49
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),49
7,17.06053,0.0077282635188877,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),49
9,16.617453,0.0131570399089802,((73.19447 + Cu) + (-1.0212768 / Acenaphthylene)) - var1_Methylnaphthalene,Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene,PySRFunction(X=>Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene),49
11,16.572353,0.0013588518040364,((-0.99234676 / Acenaphthylene) + (Cu + 73.19447)) - (Fluorene * Fluorene),Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene,PySRFunction(X=>Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene),49
13,16.364487,0.0063111324519134,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),49
15,16.361177,0.0001011438610164,(((84.2526 + Cu) + (-1.0473592 / Acenaphthylene)) * 0.9558226) - ((Pentacosane - -0.10167363) ^ -1.2667625),-1/(Pentacosane - 1*(-0.10167363))**1.2667625 + (Cu + 84.2526 - 1.0473592/Acenaphthylene)*0.9558226,PySRFunction(X=>-1/(Pentacosane - 1*(-0.10167363))**1.2667625 + (Cu + 84.2526 - 1.0473592/Acenaphthylene)*0.9558226),49
17,16.302889,0.0017844704902779,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),49
3,18.230223,0.0,P + 60.94132,P + 60.94132,PySRFunction(X=>P + 60.94132),5
5,17.856495,0.0103567568052774,(P + 60.94132) + Ti,P + Ti + 60.94132,PySRFunction(X=>P + Ti + 60.94132),5
7,17.40127,0.0129120577630767,(P + 60.546886) + (Ti ^ 2.851052),P + Ti**2.851052 + 60.546886,PySRFunction(X=>P + Ti**2.851052 + 60.546886),5
13,16.984133,0.0040439394654558,Acenaphthylene + (((0.41970286 - -66.37368) + P) + ((-1.3676662 / Ti) / 1.8544648)),Acenaphthylene + P + 0.41970286 - 1*(-66.37368) - 1.3676662/(1.8544648*Ti),PySRFunction(X=>Acenaphthylene + P + 0.41970286 - 1*(-66.37368) - 1.3676662/(1.8544648*Ti)),5
15,16.835922,0.0043823686509043,((((Propylguaiacol - -66.17314) + P) + ((-0.17543316 / Ti) / Ni)) + Fluoranthene) - var35_Dimethoxyphenol,Fluoranthene + P + Propylguaiacol - var35_Dimethoxyphenol - 1*(-66.17314) - 0.17543316/(Ni*Ti),PySRFunction(X=>Fluoranthene + P + Propylguaiacol - var35_Dimethoxyphenol - 1*(-66.17314) - 0.17543316/(Ni*Ti)),5
17,16.793789,0.0012528511483339,(((((Propylguaiacol - -66.17314) - Mn) + P) + ((-0.17543316 / Ti) / Ni)) + Fluoranthene) - var35_Dimethoxyphenol,Fluoranthene - Mn + P + Propylguaiacol - var35_Dimethoxyphenol - 1*(-66.17314) - 0.17543316/(Ni*Ti),PySRFunction(X=>Fluoranthene - Mn + P + Propylguaiacol - var35_Dimethoxyphenol - 1*(-66.17314) - 0.17543316/(Ni*Ti)),5
19,16.449106,0.0103689932207452,(1.4839118 * ((45.15057 / 0.7283899) + ((-2.5099142 - (-0.017598465 - Fluoranthene)) / ((Octadecane / Coniferylaldehyde) + Hexacosane)))) - Hexacosane,-Hexacosane + 1.4839118*(45.15057/0.7283899 + (-(-Fluoranthene - 0.017598465) - 2.5099142)/(Hexacosane + Octadecane/Coniferylaldehyde)),PySRFunction(X=>-Hexacosane + 1.4839118*(45.15057/0.7283899 + (-(-Fluoranthene - 0.017598465) - 2.5099142)/(Hexacosane + Octadecane/Coniferylaldehyde))),5
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),50
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),50
7,17.06053,0.0077282635188877,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),50
9,16.617453,0.0131570399089802,((73.19447 + Cu) + (-1.0212768 / Acenaphthylene)) - var1_Methylnaphthalene,Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene,PySRFunction(X=>Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene),50
11,16.572353,0.0013588518040364,((-0.99234676 / Acenaphthylene) + (Cu + 73.19447)) - (Fluorene * Fluorene),Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene,PySRFunction(X=>Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene),50
13,16.364487,0.0063111324519134,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),50
